@RELATION emotionModelData1KNN
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry,neutral}

@DATA
0.218080,0.016757,2.731054,0.307944,0.220942,1.463806,0.023121,0.352319,-29.119660,1.163867,-1.187960,-0.167754,0.026416,0.196220,-0.038263,-0.172987,-0.106513,0.016479,0.207508,0.143124,0.031555,0.010650,0.007340,0.025203,0.008730,0.017687,0.018085,0.023325,0.012641,0.014561,0.009267,0.011932,0.005693,0.018921,0.066761,0.026109,0.657802,0.048929,0.042789,0.585466,0.014178,0.154066,3.273414,0.980491,1.088120,0.683666,0.373844,0.398539,0.340943,0.305308,0.334919,0.341413,0.344080,0.263121,0.227622,0.013443,0.009847,0.030295,0.010186,0.021472,0.024848,0.025664,0.017191,0.017887,0.009799,0.014137,0.008168,0.011533,angry
0.191897,0.012714,2.697426,0.291329,0.226106,1.352631,0.022814,0.307125,-29.035219,1.627977,-0.930633,-0.544189,-0.122211,0.062121,-0.020158,-0.072488,-0.079969,0.072508,0.089389,0.126487,0.057555,0.013985,0.013936,0.015393,0.007638,0.013463,0.015353,0.026810,0.011908,0.013430,0.013238,0.019195,0.011965,0.020931,0.049886,0.023834,0.670963,0.059512,0.050698,0.583087,0.011727,0.156187,3.364066,0.808434,1.062187,0.650454,0.492442,0.410738,0.373198,0.366217,0.351362,0.334885,0.340040,0.262816,0.199547,0.021170,0.021369,0.016748,0.009077,0.017143,0.019522,0.033140,0.019797,0.018971,0.018698,0.027087,0.017908,0.010793,angry
0.227522,0.009658,2.772096,0.315359,0.220052,1.241212,0.026518,0.339469,-29.526762,1.255919,-1.048117,-0.684296,0.010640,0.210044,0.024390,0.080429,-0.267362,-0.100353,0.063436,0.102205,0.075507,0.006665,0.010968,0.019897,0.011608,0.016371,0.019070,0.024323,0.011110,0.008575,0.005971,0.007873,0.003035,0.020648,0.083556,0.019181,0.568230,0.074201,0.045234,0.635442,0.019033,0.177511,3.394641,0.872075,1.077575,0.726415,0.393886,0.384809,0.361137,0.332580,0.334148,0.309747,0.318850,0.323995,0.260742,0.009104,0.022264,0.023623,0.017721,0.024859,0.030299,0.034380,0.021304,0.012766,0.007547,0.013581,0.004289,0.013072,angry
0.228404,0.027228,2.896351,0.293720,0.188727,1.402720,0.034141,0.340917,-26.504024,1.165663,-0.995739,-0.074033,-0.477786,-0.144779,-0.315821,-0.319559,-0.028319,0.213157,0.256292,-0.023780,-0.032728,0.008895,0.003630,0.004127,0.003833,0.006602,0.012161,0.021986,0.005733,0.020162,0.019484,0.028210,0.015307,0.022503,0.111557,0.025378,0.486200,0.084590,0.040322,0.522568,0.023327,0.160423,2.900872,1.517983,1.060492,0.776709,0.482023,0.463495,0.434932,0.409678,0.533834,0.453830,0.277611,0.378230,0.318272,0.011191,0.005937,0.006820,0.005485,0.011522,0.025333,0.035378,0.008461,0.030492,0.030839,0.038109,0.019981,0.013813,angry
0.307059,0.032370,2.765338,0.353384,0.202079,1.808251,0.018300,0.438951,-27.018910,0.293875,-1.031008,0.059906,-0.522364,-0.188053,-0.137468,-0.024944,-0.278224,0.001418,-0.035408,0.206698,0.009122,0.012018,0.007133,0.007859,0.010185,0.008739,0.012606,0.018896,0.004557,0.005695,0.004705,0.008500,0.010612,0.012123,0.073881,0.045147,0.492468,0.051085,0.034647,0.455159,0.011463,0.109290,3.657224,0.701033,1.180020,0.646648,0.483050,0.405943,0.415700,0.402491,0.460448,0.362077,0.341501,0.368040,0.285468,0.013027,0.006928,0.008588,0.014665,0.009556,0.013168,0.026225,0.006121,0.007664,0.004629,0.011841,0.012169,0.007676,angry
0.179056,0.014791,2.941430,0.272690,0.223614,1.391668,0.021186,0.308800,-28.307313,2.026544,-0.602262,-0.468118,0.082559,-0.025477,-0.171355,-0.203397,-0.118437,-0.123456,-0.136224,-0.070337,-0.123383,0.016951,0.005902,0.026877,0.019037,0.027344,0.010857,0.015931,0.007747,0.012090,0.016766,0.016280,0.013215,0.021301,0.067569,0.022821,0.429692,0.070323,0.044152,0.671719,0.015148,0.188981,2.621495,0.932318,0.978852,0.518156,0.419279,0.321008,0.323770,0.211270,0.258109,0.269547,0.263767,0.239830,0.300339,0.017066,0.007191,0.028504,0.023445,0.029920,0.010974,0.011770,0.012638,0.015535,0.018966,0.020844,0.019087,0.011489,angry
0.178098,0.008738,2.779964,0.271514,0.226368,1.263106,0.025463,0.273556,-29.026382,2.226016,-0.206859,-0.785564,-0.122087,-0.197416,-0.169718,-0.179622,-0.202860,-0.267548,-0.225046,0.009575,0.045231,0.020505,0.011087,0.023351,0.021577,0.029615,0.022271,0.019551,0.002410,0.015663,0.008734,0.010156,0.007115,0.024104,0.087130,0.014128,0.482384,0.082574,0.043206,0.540114,0.016980,0.181916,2.894688,0.930799,0.900866,0.682602,0.362214,0.379006,0.361242,0.355424,0.338239,0.315257,0.356717,0.410378,0.359142,0.027229,0.017098,0.026304,0.028505,0.038519,0.029702,0.026703,0.002868,0.022141,0.011259,0.013838,0.011617,0.011628,angry
0.223578,0.026232,2.862151,0.303889,0.217186,1.554063,0.021606,0.372783,-27.817755,1.535386,-0.499137,-0.414886,-0.534856,0.081946,-0.128124,-0.139939,-0.119264,-0.157078,-0.155581,-0.117228,-0.190343,0.020724,0.009835,0.017914,0.020856,0.016210,0.016347,0.013099,0.007680,0.008522,0.011432,0.015540,0.012863,0.021583,0.092501,0.034874,0.465329,0.078375,0.039132,0.511014,0.014945,0.180631,3.411331,0.990713,0.983149,0.547039,0.506237,0.446297,0.374623,0.351580,0.324082,0.322534,0.349716,0.324921,0.348215,0.027726,0.013597,0.021802,0.028776,0.020157,0.023185,0.018351,0.012257,0.010697,0.016857,0.021799,0.018300,0.011925,angry
0.232135,0.035469,2.750467,0.313476,0.224908,1.474811,0.026303,0.365066,-26.685486,1.591931,-0.358104,-0.551271,-0.587589,0.087126,-0.032200,-0.239891,-0.187901,-0.286704,-0.204964,-0.005716,-0.049231,0.012544,0.009530,0.021325,0.024489,0.028295,0.023275,0.015110,0.004462,0.010803,0.005656,0.007491,0.004584,0.022158,0.141495,0.048414,0.500164,0.112227,0.045465,0.577647,0.016857,0.233683,3.754981,1.043955,1.005085,0.487120,0.483565,0.504413,0.326396,0.369026,0.409673,0.366154,0.373061,0.392237,0.390907,0.022077,0.013539,0.033798,0.035233,0.039060,0.032289,0.019121,0.008098,0.016187,0.008084,0.012016,0.006543,0.013131,angry
0.284862,0.060852,2.983323,0.361818,0.230403,1.950534,0.017741,0.474800,-28.174986,0.777858,-0.632446,-0.253612,-0.343809,0.055111,-0.278104,-0.402086,0.024567,0.006401,0.093729,0.159011,-0.043446,0.004789,0.004637,0.005807,0.007513,0.012775,0.011701,0.014337,0.008645,0.018609,0.012845,0.018161,0.007154,0.015843,0.079269,0.058694,0.380537,0.066412,0.033977,0.530762,0.012465,0.147835,3.534491,0.898541,0.751822,0.464210,0.393291,0.358123,0.304066,0.303358,0.361566,0.323622,0.338204,0.306121,0.252392,0.003660,0.007726,0.006785,0.009013,0.021359,0.018059,0.017814,0.015596,0.029176,0.013665,0.023268,0.007590,0.009750,angry
0.240649,0.046706,2.888934,0.325786,0.233597,1.591967,0.022833,0.415934,-26.637006,1.421868,-0.623440,-0.838763,-0.423173,-0.177612,-0.244382,-0.242317,0.138905,-0.011844,0.049186,-0.050155,-0.025218,0.013231,0.010364,0.013450,0.012630,0.011366,0.017663,0.012973,0.004140,0.012397,0.018396,0.014977,0.011788,0.017856,0.115863,0.070139,0.432570,0.110401,0.044323,0.756590,0.015358,0.264130,4.041108,1.257037,0.861120,0.653040,0.513583,0.354339,0.329914,0.449491,0.408031,0.398045,0.436316,0.333362,0.234792,0.014885,0.015805,0.016188,0.022346,0.015843,0.031521,0.017904,0.007194,0.016045,0.022529,0.018493,0.019786,0.010908,angry
0.259238,0.012328,2.787907,0.335756,0.214621,1.636931,0.020313,0.432050,-28.304691,0.774462,-0.998665,-0.508034,-0.368057,0.128972,0.049827,0.115888,-0.038471,-0.057029,-0.338691,-0.087515,0.067458,0.011120,0.011937,0.022968,0.016614,0.012738,0.008826,0.006746,0.005041,0.006292,0.010705,0.009107,0.010817,0.016300,0.091490,0.018347,0.529942,0.069093,0.037985,0.567863,0.011624,0.165130,3.346125,0.891458,1.039143,0.725750,0.478339,0.420343,0.369671,0.349608,0.340234,0.296225,0.347643,0.348676,0.326184,0.015785,0.018089,0.027504,0.022836,0.015738,0.011680,0.007780,0.008219,0.008656,0.015170,0.011896,0.017441,0.009968,angry
0.251593,0.038735,2.858854,0.355519,0.247127,1.635443,0.016060,0.450643,-26.187816,1.473828,0.365889,-0.430837,-0.299823,0.021684,0.005135,0.157569,-0.164038,-0.062473,-0.012781,-0.099480,-0.019125,0.021453,0.007127,0.025251,0.018335,0.021084,0.011506,0.025818,0.003594,0.005774,0.009809,0.010488,0.005905,0.019288,0.143857,0.038223,0.430164,0.114350,0.036259,0.642811,0.011063,0.231803,4.206391,1.110446,0.920044,0.534077,0.557608,0.384828,0.402121,0.317484,0.324464,0.258753,0.232535,0.234125,0.202263,0.026445,0.010155,0.025158,0.021419,0.026311,0.011784,0.031685,0.004917,0.007167,0.012048,0.012617,0.007708,0.012657,angry
0.278231,0.033446,2.853954,0.381535,0.253805,1.722289,0.016968,0.519250,-26.775777,1.129638,0.408417,-0.415658,-0.302820,0.031674,0.030375,0.032403,-0.171793,-0.032649,-0.055757,-0.101602,-0.042108,0.015244,0.007112,0.019162,0.020111,0.026717,0.012072,0.018002,0.004596,0.005406,0.010672,0.007717,0.006509,0.018082,0.147341,0.042226,0.414556,0.115689,0.042136,0.664826,0.014322,0.246617,4.311199,1.121644,0.897349,0.541759,0.514841,0.342491,0.449717,0.310092,0.406324,0.244834,0.267770,0.226504,0.227167,0.021439,0.008191,0.025524,0.025435,0.033542,0.015067,0.020409,0.006538,0.004388,0.012938,0.007607,0.008927,0.012650,angry
0.294987,0.008922,3.076906,0.366707,0.209108,2.025642,0.012124,0.462125,-29.598539,-0.236301,-1.552882,-0.127173,-0.254144,0.131549,-0.014805,-0.166106,-0.057613,0.094970,-0.103491,-0.052890,0.063032,0.011674,0.005474,0.005297,0.005012,0.003908,0.007810,0.007160,0.013460,0.009260,0.005533,0.008629,0.011206,0.008416,0.053333,0.019692,0.177152,0.049226,0.021551,0.351086,0.006457,0.115928,1.857666,0.649881,0.643722,0.292388,0.223002,0.302498,0.364719,0.194789,0.221690,0.172269,0.126257,0.183786,0.149837,0.016627,0.005783,0.003660,0.004293,0.003373,0.004208,0.005789,0.012598,0.006264,0.003104,0.006927,0.016304,0.005437,angry
0.328133,0.012427,3.076144,0.384588,0.221394,2.312041,0.010909,0.562500,-29.967091,0.285156,-0.953333,-0.456700,-0.470192,0.068557,0.005448,0.066031,0.072098,0.110789,-0.077320,0.024675,-0.033678,0.009331,0.012138,0.008882,0.004795,0.009815,0.007361,0.011790,0.010483,0.005699,0.009246,0.007674,0.008590,0.008807,0.087020,0.022473,0.314638,0.067332,0.031431,0.647432,0.007488,0.138704,2.173844,0.898306,0.656852,0.409724,0.259161,0.434803,0.337027,0.198791,0.259626,0.270773,0.186686,0.210395,0.215986,0.005739,0.015124,0.011724,0.002611,0.011209,0.004987,0.005968,0.011789,0.004404,0.007844,0.009337,0.009259,0.006007,angry
0.207152,0.016809,3.051268,0.317561,0.236531,1.746562,0.022963,0.433089,-29.780333,1.490384,-0.242899,-0.289119,-0.085869,0.051807,-0.165806,0.177645,0.067044,-0.070617,-0.052025,-0.137565,-0.034034,0.012008,0.009924,0.029028,0.011818,0.028402,0.011702,0.016403,0.005114,0.005222,0.012573,0.014034,0.012980,0.019178,0.068652,0.020528,0.264492,0.064459,0.023532,0.410169,0.018462,0.146904,1.602631,0.837402,0.596853,0.413496,0.317595,0.369009,0.508498,0.481454,0.292145,0.264989,0.306132,0.322351,0.256714,0.011265,0.010835,0.030224,0.012733,0.033586,0.010535,0.014993,0.009602,0.009461,0.013517,0.014672,0.023998,0.009139,angry
0.199603,0.029517,2.970371,0.294004,0.228476,1.352724,0.030415,0.326138,-26.074482,1.803652,-0.143768,-0.589086,-0.332831,0.060800,-0.507554,-0.023618,-0.053810,0.059071,0.150482,0.118727,0.063696,0.012267,0.007550,0.022354,0.014984,0.009891,0.019080,0.021667,0.003716,0.023190,0.015571,0.010043,0.005069,0.023095,0.098597,0.029878,0.374681,0.077424,0.031555,0.649055,0.020351,0.208910,2.060192,0.787431,0.808793,0.540195,0.432169,0.449619,0.501896,0.474169,0.371878,0.365994,0.399002,0.335984,0.265430,0.019528,0.011203,0.030699,0.030602,0.012612,0.033269,0.031812,0.006498,0.032448,0.024049,0.012440,0.009280,0.013818,angry
0.331465,0.043882,2.674156,0.370885,0.188809,1.727022,0.019006,0.457587,-25.722727,-0.213505,-1.122621,0.356312,-0.427877,-0.097728,-0.106061,-0.135068,-0.322453,-0.152739,-0.079696,0.179234,0.011918,0.010686,0.006436,0.008732,0.005975,0.011891,0.012697,0.012240,0.009241,0.006965,0.003834,0.005366,0.006448,0.012756,0.094630,0.051695,0.599658,0.064889,0.029510,0.538672,0.010185,0.133970,3.067949,0.936021,0.991308,0.646346,0.529150,0.511220,0.410326,0.347298,0.400235,0.337916,0.375011,0.402448,0.342786,0.015687,0.010289,0.014496,0.010154,0.017709,0.017156,0.015672,0.015381,0.010180,0.005123,0.008754,0.008310,0.008092,angry
0.287375,0.033785,2.870275,0.334245,0.187984,1.518615,0.021605,0.388125,-27.322174,0.372122,-1.294589,0.344885,-0.193648,-0.214705,-0.125550,-0.037145,-0.261593,-0.112571,-0.067213,0.156079,0.018490,0.010120,0.008404,0.008946,0.011934,0.014864,0.015066,0.013282,0.007748,0.008280,0.005761,0.009795,0.008049,0.014995,0.086491,0.043356,0.406784,0.061115,0.028894,0.468471,0.011535,0.123821,2.972088,0.850352,0.964828,0.665926,0.475552,0.475321,0.346511,0.290303,0.409081,0.340536,0.313678,0.331819,0.293093,0.017297,0.009944,0.011610,0.013824,0.017159,0.028145,0.016747,0.012196,0.008725,0.009738,0.014187,0.009071,0.010453,angry
0.307059,0.032370,2.765338,0.353384,0.202079,1.808251,0.018300,0.438951,-27.018910,0.293875,-1.031008,0.059906,-0.522364,-0.188053,-0.137468,-0.024944,-0.278224,0.001418,-0.035408,0.206698,0.009122,0.012018,0.007133,0.007859,0.010185,0.008739,0.012606,0.018896,0.004557,0.005695,0.004705,0.008500,0.010612,0.012123,0.073881,0.045147,0.492468,0.051085,0.034647,0.455159,0.011463,0.109290,3.657224,0.701033,1.180020,0.646648,0.483050,0.405943,0.415700,0.402491,0.460448,0.362077,0.341501,0.368040,0.285468,0.013027,0.006928,0.008588,0.014665,0.009556,0.013168,0.026225,0.006121,0.007664,0.004629,0.011841,0.012169,0.007676,angry
0.308542,0.020365,2.710612,0.354194,0.196379,1.706420,0.019762,0.437792,-27.292187,0.383678,-0.781790,0.357829,-0.570046,-0.205825,-0.019648,0.198220,-0.275381,-0.209780,-0.223682,-0.001815,-0.084700,0.009483,0.006485,0.012481,0.014750,0.013824,0.007449,0.007848,0.004046,0.006364,0.006437,0.009475,0.008315,0.012143,0.086827,0.031955,0.552853,0.068210,0.034689,0.510812,0.010784,0.136135,3.721711,0.932217,1.156754,0.629106,0.579990,0.567572,0.422153,0.304702,0.383802,0.356995,0.280355,0.287865,0.262319,0.011921,0.008179,0.014281,0.020145,0.015481,0.007732,0.009056,0.005833,0.010500,0.008348,0.012231,0.015925,0.007829,angry
0.228976,0.038323,2.842406,0.323731,0.239424,1.522213,0.019119,0.408090,-25.542013,1.791979,0.388665,-0.516594,-0.533156,-0.088912,-0.221639,0.010108,-0.238893,-0.047387,-0.181306,-0.040169,-0.061843,0.020053,0.008010,0.031095,0.025147,0.019266,0.016297,0.021635,0.002757,0.008994,0.009849,0.013029,0.006552,0.022296,0.134688,0.037448,0.430034,0.106156,0.040523,0.642250,0.012728,0.240089,3.739940,1.182165,0.923883,0.560547,0.592249,0.423134,0.416328,0.349002,0.308835,0.282142,0.259381,0.247049,0.215496,0.027233,0.011231,0.037104,0.029367,0.025698,0.019441,0.024901,0.004352,0.011394,0.011521,0.015587,0.008947,0.014437,angry
0.328137,0.024177,2.823960,0.365557,0.197924,1.791727,0.017343,0.468495,-25.982701,0.171066,-0.993445,-0.038474,-0.505926,-0.006458,-0.014272,0.039943,-0.141175,0.044099,-0.137603,-0.116624,-0.213692,0.013284,0.010678,0.007563,0.006617,0.008373,0.007352,0.012144,0.008205,0.006428,0.008604,0.012615,0.007417,0.011677,0.099753,0.031479,0.477411,0.073154,0.035604,0.509656,0.010063,0.146468,3.031077,0.829384,1.149119,0.727364,0.649676,0.522399,0.399330,0.353502,0.375604,0.316026,0.293100,0.335022,0.341279,0.018407,0.015687,0.008774,0.008363,0.009460,0.008626,0.014859,0.010814,0.008217,0.012964,0.016497,0.009870,0.006907,angry
0.328822,0.019329,2.954427,0.395698,0.243015,1.999492,0.013639,0.558063,-28.509910,0.514957,-0.250309,-0.064703,0.038200,0.085173,0.066355,-0.079294,0.080163,-0.037577,-0.000981,0.130513,0.093135,0.009055,0.004390,0.015699,0.005504,0.014688,0.009028,0.016849,0.005548,0.006172,0.011548,0.019080,0.012218,0.013068,0.144412,0.021886,0.418852,0.102209,0.041770,0.652253,0.008754,0.215498,3.407828,1.108458,0.897265,0.684840,0.440036,0.428391,0.320643,0.248628,0.364011,0.294676,0.278693,0.277131,0.218376,0.008526,0.005564,0.016518,0.006271,0.019739,0.010171,0.016595,0.008548,0.006760,0.012884,0.021006,0.017441,0.009285,angry
0.267860,0.011341,2.694003,0.341906,0.217950,1.594004,0.020429,0.421284,-28.721231,0.823947,-0.847774,-0.458788,-0.277859,0.012217,0.016626,0.070718,0.053759,-0.033137,-0.195697,-0.113181,-0.024391,0.014191,0.012975,0.023536,0.015013,0.010916,0.008841,0.008220,0.003891,0.007080,0.008031,0.010828,0.012076,0.016227,0.119806,0.017421,0.595038,0.093840,0.040634,0.622149,0.012853,0.203742,3.642351,1.060259,1.135306,0.759653,0.531676,0.477706,0.402793,0.360673,0.351267,0.301460,0.335298,0.319946,0.294572,0.019876,0.018660,0.029642,0.020925,0.014274,0.011883,0.009598,0.005194,0.010390,0.010134,0.014952,0.019320,0.010669,angry
0.281241,0.010007,2.767276,0.354054,0.215271,1.708660,0.018492,0.458920,-28.976051,0.545378,-0.896027,-0.400353,-0.401004,0.172020,-0.045053,-0.010065,-0.003576,-0.088771,-0.205165,0.066427,0.103495,0.011224,0.010942,0.016143,0.012213,0.013456,0.011130,0.009019,0.003973,0.006859,0.010085,0.009549,0.008822,0.014430,0.106913,0.015174,0.577114,0.079916,0.040285,0.558766,0.010432,0.178255,3.820131,1.012358,1.035132,0.744892,0.453517,0.462873,0.375308,0.351658,0.346094,0.347295,0.362112,0.363860,0.295574,0.015699,0.015126,0.018008,0.018107,0.019307,0.014970,0.010781,0.005475,0.009728,0.013593,0.012420,0.012706,0.008519,angry
0.311717,0.031279,2.872014,0.376734,0.239791,1.747014,0.018195,0.472792,-27.964151,0.955746,-0.084392,-0.741117,-0.421894,-0.075617,-0.075170,-0.044541,-0.171253,-0.129054,-0.172497,-0.090563,-0.051230,0.009195,0.010012,0.019158,0.019645,0.018611,0.012431,0.010180,0.005149,0.008744,0.008517,0.009895,0.006587,0.015972,0.152042,0.031411,0.512016,0.114003,0.036560,0.728908,0.013259,0.246762,4.145507,1.262489,0.707781,0.560583,0.490706,0.403059,0.374332,0.303491,0.292518,0.298790,0.256144,0.291815,0.220976,0.010204,0.013699,0.024777,0.023487,0.027597,0.016539,0.010645,0.005794,0.011060,0.011358,0.015643,0.008212,0.011703,angry
0.239874,0.049526,2.776993,0.328245,0.230414,1.519575,0.021940,0.386368,-26.189492,1.413304,-0.293738,-0.784005,-0.600725,-0.040083,-0.058625,-0.002064,0.009916,0.038945,-0.145757,-0.111844,-0.188329,0.023626,0.013021,0.011925,0.011747,0.010484,0.012194,0.009868,0.005075,0.007888,0.012594,0.024354,0.022139,0.020873,0.131671,0.055444,0.527163,0.112481,0.037585,0.606485,0.015643,0.235413,4.129848,1.317448,0.878757,0.600698,0.465612,0.450754,0.354945,0.331953,0.298737,0.277503,0.270255,0.275673,0.283319,0.031699,0.017797,0.014847,0.013370,0.016489,0.019797,0.013090,0.009538,0.010020,0.016960,0.032198,0.029027,0.012109,angry
0.276710,0.054157,2.843873,0.376498,0.250674,1.812378,0.018581,0.496190,-25.396278,0.896577,-0.161845,-0.442698,-0.386147,-0.171339,0.038386,-0.138248,-0.041809,-0.382561,-0.283814,-0.247034,-0.168387,0.018879,0.013187,0.026193,0.027108,0.019966,0.007469,0.007014,0.003711,0.007184,0.006347,0.010280,0.007203,0.020507,0.132954,0.048876,0.497557,0.108289,0.043111,0.664291,0.013479,0.262774,4.550639,1.247842,0.845514,0.596845,0.488489,0.415834,0.321821,0.322101,0.336671,0.264003,0.313740,0.309883,0.280876,0.028512,0.017520,0.028623,0.031215,0.026452,0.010459,0.008315,0.005136,0.011356,0.008530,0.016716,0.010117,0.014106,angry
0.265906,0.021843,2.606912,0.334766,0.206228,1.824143,0.014481,0.391071,-30.306371,0.446621,-1.216322,0.244490,-0.190293,-0.035684,0.056024,-0.110212,-0.069995,-0.002091,-0.095438,0.048636,-0.112355,0.011765,0.007106,0.013108,0.007580,0.014097,0.010777,0.014260,0.007048,0.007801,0.008358,0.015092,0.012212,0.010452,0.085896,0.043388,0.662709,0.061550,0.032112,0.410322,0.007749,0.121459,4.906119,1.314743,1.120148,0.403350,0.377840,0.435890,0.320479,0.294482,0.283349,0.303676,0.353554,0.309103,0.277329,0.010383,0.009187,0.013125,0.007431,0.011279,0.007646,0.014628,0.010582,0.006742,0.008216,0.014362,0.016983,0.005012,angry
0.311278,0.007332,3.070968,0.365395,0.260092,2.086799,0.011640,0.474958,-32.901189,1.734314,0.348569,-0.624186,-0.019848,0.020530,-0.062433,-0.078571,-0.063766,-0.072555,-0.126166,-0.147786,-0.131455,0.017867,0.005494,0.027241,0.016295,0.014261,0.010565,0.015014,0.004099,0.007790,0.015135,0.021313,0.006331,0.012174,0.160972,0.015395,0.292781,0.133373,0.041231,0.888252,0.008656,0.314690,3.343914,1.379248,0.420808,0.395033,0.298352,0.256649,0.205250,0.217257,0.219067,0.193331,0.185345,0.144753,0.221468,0.022968,0.003711,0.026242,0.013200,0.013035,0.009673,0.006289,0.003778,0.005517,0.008005,0.022757,0.002813,0.009272,angry
0.221566,0.014721,2.931301,0.284388,0.214780,1.403688,0.023675,0.350357,-29.111329,2.403316,0.295831,-0.318430,-0.510626,-0.056051,-0.277486,0.018714,-0.044940,-0.156703,-0.123752,-0.228583,-0.111804,0.038587,0.009956,0.036308,0.019450,0.017277,0.010474,0.012245,0.001568,0.006437,0.012542,0.020634,0.013307,0.023947,0.136847,0.017090,0.368021,0.110871,0.043863,0.484420,0.015293,0.216440,2.977426,1.176014,0.862104,0.384640,0.552285,0.356358,0.359193,0.293159,0.253929,0.217434,0.224830,0.169375,0.193927,0.042247,0.012852,0.041420,0.021095,0.019910,0.013225,0.013730,0.001977,0.008113,0.015496,0.023843,0.016649,0.012950,angry
0.186988,0.015830,3.015759,0.277256,0.218651,1.570369,0.017420,0.339562,-29.881396,1.961911,-0.648684,-0.479766,-0.352157,0.224678,-0.181614,-0.094661,-0.173025,-0.100118,-0.061922,-0.006363,0.019754,0.013611,0.009737,0.020873,0.016723,0.016678,0.017877,0.015333,0.007032,0.024173,0.012066,0.015592,0.007935,0.018556,0.051548,0.030699,0.290075,0.056466,0.041606,0.540811,0.013000,0.164769,3.446444,0.763198,1.030488,0.480679,0.381442,0.318805,0.319018,0.327954,0.283236,0.302735,0.268664,0.351254,0.306645,0.016565,0.013495,0.019585,0.016697,0.014098,0.022195,0.012910,0.011547,0.037726,0.011224,0.017661,0.011175,0.010659,angry
0.231579,0.010123,2.881463,0.307064,0.216105,1.534500,0.015666,0.363500,-28.463507,1.687673,-0.256924,-0.502596,-0.484541,0.234918,-0.129879,-0.141258,-0.097759,-0.071947,-0.073001,-0.002289,-0.000287,0.014704,0.008015,0.012815,0.013943,0.015300,0.022751,0.016885,0.003659,0.015189,0.015084,0.014453,0.009141,0.016694,0.086728,0.013959,0.409894,0.080655,0.037482,0.537908,0.009015,0.197173,2.698439,0.926977,0.853275,0.488138,0.414620,0.311460,0.251998,0.274674,0.242794,0.258280,0.202877,0.184408,0.190880,0.014898,0.008834,0.012053,0.014081,0.014306,0.023698,0.017462,0.006221,0.018357,0.016138,0.015738,0.009824,0.008557,angry
